word,meaning,word_type,last_sound,can_combine
ನಿರ್ಭಯವಾಗಿ,TODO,noun,ಇ,yes
ಅಡಿ,TODO,noun,ಇ,yes
ಚಿರಂಜೀವಿಯಾಗಿ,TODO,noun,ಇ,yes
ಭಾಗಗಳು,TODO,noun,ಉ,yes
ಬಾರಿಗೆ,TODO,noun,ಎ,yes
ಕರ್ನಾಟಕದವರಲ್ಲ,TODO,noun,ಅ,yes
ಮೈಲಾರಿ,TODO,noun,ಇ,yes
ಬಾದ್,TODO,noun,ದ,yes
ಪಂಚಾಯತ್,TODO,noun,ತ,yes
ಜಿಲ್ಲೆಗಳು,TODO,noun,ಉ,yes
ಸಹಿಸಲಾರದೆ,TODO,noun,ಎ,yes
ಅಂಶಗಳಿಗೂ,TODO,noun,ಊ,yes
ದುಃಖ,TODO,noun,ಅ,yes
ನಾಡಿಯನ್ನು,TODO,noun,ಉ,yes
ಪ್ರವೇಶ,TODO,noun,ಅ,yes
ಹೆಸರಿನಿಂದಲೂ,TODO,noun,ಊ,yes
ಈಕೆಯು,TODO,noun,ಉ,yes
ನಿಲ್ದಾಣವು,TODO,noun,ಉ,yes
ಕೇವಲ,TODO,noun,ಅ,yes
ಮಹಿಳೆಯರ,TODO,noun,ಅ,yes
ಯಾವೂಂದು,TODO,noun,ಉ,yes
ಶಾರದದೇವಿನಗರ,TODO,noun,ಅ,yes
ಖಿಳೆಗಾಂವ,TODO,noun,ಅ,yes
ವಿಧಿವಿಧಾನಗಳನ್ನು,TODO,noun,ಉ,yes
ಒಮ್ಮೆ,TODO,noun,ಎ,yes
ಕರೆಯಲ್ಪಟ್ಟಿತು,TODO,noun,ಉ,yes
ಇತ್ಯಾದಿ,TODO,noun,ಇ,yes
ಸರ್ವಜನಮಾನ್ಯತೆ,TODO,noun,ಎ,yes
ಆದರು,TODO,noun,ಉ,yes
ಭಕ್ತರನ್ನು,TODO,noun,ಉ,yes
ಹೊರಡಿಸಿತು,TODO,noun,ಉ,yes
ರೈಲ್ವೆ,TODO,noun,ಎ,yes
ಎಂಬುದನ್ನು,TODO,noun,ಉ,yes
ಕೄಷ್ಣದೇವರಾಯನ,TODO,noun,ಅ,yes
ಹೆಚ್ಚಳ,TODO,noun,ಅ,yes
ಹೋಗಲಿಕ್ಕಲ್ಲ,TODO,noun,ಅ,yes
ವಿವಾಹವಾದರು,TODO,noun,ಉ,yes
ಆನೆಗುಂಡಿಯನ್ನು,TODO,noun,ಉ,yes
ಅಗ್ನಿ,TODO,noun,ಇ,yes
ಸುತ್ತುವರಿದಿದೆ,TODO,noun,ಎ,yes
ಬಿಂಬಿಸುವಂತಹ,TODO,noun,ಅ,yes
ಮಾರಮ್ಮ,TODO,noun,ಅ,yes
ಬೆಂಗಳೂರಿಗೆ,TODO,noun,ಎ,yes
ಯಶಸ್ವಿಯಾಗಿದೆ,TODO,noun,ಎ,yes
ಬಿದರಿ,TODO,noun,ಇ,yes
ಹಂಪಿಗೆ,TODO,noun,ಎ,yes
ಕಣ್ಣಲಿ,TODO,noun,ಇ,yes
ದಿನಗಳಂದು,TODO,noun,ಉ,yes
ಎರಡನೇ,TODO,noun,ಏ,yes
ಪ್ರಾಚೀನ,TODO,noun,ಅ,yes
ಸಿದ್ಧವಾದ,TODO,noun,ಅ,yes
ತೀರದಲ್ಲಿದೆ,TODO,noun,ಎ,yes
ಉಕ್ತಿ,TODO,noun,ಇ,yes
ಉನ್ನತಗೊಳಿಸುತ್ತಿದೆ,TODO,noun,ಎ,yes
ವಿಭಾಗಿಸಿದರು,TODO,noun,ಉ,yes
ಕಂಡ,TODO,noun,ಅ,yes
ಸಮರ್ಪಿತವಾಗಿದ್ದು,TODO,noun,ಉ,yes
ನಪುಂಸಕ,TODO,noun,ಅ,yes
ಲೇಖಕರು,TODO,noun,ಉ,yes
ಪ್ರಶಸ್ತಿಯನ್ನೂ,TODO,noun,ಊ,yes
ಅಲ್ಲಿ,TODO,noun,ಇ,yes
ತಲುಪಬಹುದಾಗಿದೆ,TODO,noun,ಎ,yes
ಪರಂಪರೆ,TODO,noun,ಎ,yes
ಭಾರತದಲ್ಲಿ,TODO,noun,ಇ,yes
ಶಿವ,TODO,noun,ಅ,yes
ದಸರಾ,TODO,noun,ಆ,yes
ಇಂಡೊ,TODO,noun,ಒ,yes
ನದಿಗೆ,TODO,noun,ಎ,yes
ಹೆಚ್ಚಾಗಿ,TODO,noun,ಇ,yes
ಹೆದ್ದಾರಿಗಳನ್ನು,TODO,noun,ಉ,yes
ಗೋಡೆಗಳಿಂದ,TODO,noun,ಅ,yes
ಅರಬ್ಬೀ,TODO,noun,ಈ,yes
ಚಂದದ,TODO,noun,ಅ,yes
ಸುಸಜ್ಜಿತವಾಗಿ,TODO,noun,ಇ,yes
ವೇದಿಕೆಯಾಗಿದೆ,TODO,noun,ಎ,yes
ಪ್ರತಿ,TODO,noun,ಇ,yes
ಜೆನಾನಾ,TODO,noun,ಆ,yes
ದೇವಾಲಯವೆಂದೂ,TODO,noun,ಊ,yes
ಕೈವಶ,TODO,noun,ಅ,yes
ಎಂದಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ಮುಂದುವರಿಸಿದರು,TODO,noun,ಉ,yes
ಇರಿಸಲಾಗಿದೆ,TODO,noun,ಎ,yes
ದೇವಸ್ಥಾನಗಳನ್ನು,TODO,noun,ಉ,yes
ವ್ಯವಸ್ಥೆ,TODO,noun,ಎ,yes
ಸೈನಿಕರಿಂದ,TODO,noun,ಅ,yes
ಬಡವಿ,TODO,noun,ಇ,yes
ಬಳಕೆ,TODO,noun,ಎ,yes
ನೀತಿಗೆ,TODO,noun,ಎ,yes
ನೆಲೆಗೊಂಡಿ,TODO,noun,ಇ,yes
ಪಡೆದಿದೆ,TODO,noun,ಎ,yes
ಕಣ್ಣುಗಳನ್ನು,TODO,noun,ಉ,yes
ಸ್ವರೂಪವನ್ನು,TODO,noun,ಉ,yes
ಪ್ರವಾಸಿಗರಲ್ಲಿ,TODO,noun,ಇ,yes
ಚಳುವಳಿಗಳು,TODO,noun,ಉ,yes
ನೀರಿನಿಂದ,TODO,noun,ಅ,yes
ಷೂರು,TODO,noun,ಉ,yes
ಮೈಯಲಿ,TODO,noun,ಇ,yes
ಬೇಡಿಕೆ,TODO,noun,ಎ,yes
ಚಾಮರಾಜನಗರ,TODO,noun,ಅ,yes
ಬಾಲ್ಯ,TODO,noun,ಅ,yes
ಸಹಜವಾದದ್ದು,TODO,noun,ಉ,yes
ಸ್ಟೇಬಲ್ಸ್,TODO,noun,ಸ,yes
ಮರುದಿನ,TODO,noun,ಅ,yes
ಪ್ರಶಸ್ತಿಯನ್ನು,TODO,noun,ಉ,yes
ರಾಜ್ಯದಲ್ಲಿನ,TODO,noun,ಅ,yes
ಪ್ರವಾಸೋದ್ಯಮವನ್ನು,TODO,noun,ಉ,yes
ಅಥವಾ,TODO,noun,ಆ,yes
ಬನ್ನೇರುಘಟ್ಟ,TODO,noun,ಅ,yes
ಜನರಲ್,TODO,noun,ಲ,yes
ತಿ,TODO,noun,ಇ,yes
ತಿಂಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಕೆತ್ತನೆಗಳು,TODO,noun,ಉ,yes
ಇಳಿಯುತ್ತದೆ,TODO,noun,ಎ,yes
ನಗರಿ,TODO,noun,ಇ,yes
ಮೋಹನ,TODO,noun,ಅ,yes
ಕೊಪ್ಪ,TODO,noun,ಅ,yes
ನೆಲಮಹಡಿಯು,TODO,noun,ಉ,yes
ಉಡುಪಿ,TODO,noun,ಇ,yes
ಹಾಸನ,TODO,noun,ಅ,yes
ಯಶಸ್ಸನ್ನು,TODO,noun,ಉ,yes
ಉತ್ತರಕ್ಕೆ,TODO,noun,ಎ,yes
ಹೆಸರಿನ,TODO,noun,ಅ,yes
ಎಂಬುದಾಗಿ,TODO,noun,ಇ,yes
ಹೊಯ್ಸಳ,TODO,noun,ಅ,yes
ಕಾವ್ಯಾಲಂಕಾರ,TODO,noun,ಅ,yes
ಮರೆಸಿರುವ,TODO,noun,ಅ,yes
ಮೈಸೂರನ್ನ,TODO,noun,ಅ,yes
ಸಂಮಿತಿಯ,TODO,noun,ಅ,yes
ಬಳಗಕ್ಕೆ,TODO,noun,ಎ,yes
ಮುಗಿದ,TODO,noun,ಅ,yes
ರಾಜ್ಯಗಳ,TODO,noun,ಅ,yes
ಚಾಮುಂಡೇಶ್ವರಿಯು,TODO,noun,ಉ,yes
ನಿಲ್ದಾಣದಿಂದ,TODO,noun,ಅ,yes
ಜನಗಣತಿಯು,TODO,noun,ಉ,yes
೧೫೬೫,TODO,noun,ಅ,yes
ಅಗಸ್ತ್ಯೇಶ್ವರ,TODO,noun,ಅ,yes
ಯಲಗೂರು,TODO,noun,ಉ,yes
ಅವಳು,TODO,noun,ಉ,yes
ಮೃದುವಾದ,TODO,noun,ಅ,yes
ಪ್ರಶಸ್ತಿಗಳು,TODO,noun,ಉ,yes
ಮೈಸೂರು,TODO,noun,ಉ,yes
ಯಾವುದೇ,TODO,noun,ಏ,yes
ಕರ್ನಾಟಕದ,TODO,noun,ಅ,yes
ಅದ್ಭುತವಾದ,TODO,noun,ಅ,yes
ದೃಶ್ಯ,TODO,noun,ಅ,yes
ಭಾವಗಿತೆಗಳು,TODO,noun,ಉ,yes
ಚಿಂತಕರಾಗಿದ್ದರು,TODO,noun,ಉ,yes
ಇಚ್ಛೆಯನ್ನು,TODO,noun,ಉ,yes
ಕಪಿಲಾ,TODO,noun,ಆ,yes
೨೯,TODO,noun,ಅ,yes
ಕುದಿಯುತ್ತಿದ್ದ,TODO,noun,ಅ,yes
ಆತ್ಮಗೌರವನ್ನೂ,TODO,noun,ಊ,yes
ಜನಸಂಖ್ಯೆ,TODO,noun,ಎ,yes
ಅಳೆದು,TODO,noun,ಉ,yes
ಆವೃತವಾಗಿರುತ್ತದೆ,TODO,noun,ಎ,yes
ಚಲನೆ,TODO,noun,ಎ,yes
ಚಾಮರಾಜ,TODO,noun,ಅ,yes
ಕಟ್ಟಿಕೊಟ್ಟ,TODO,noun,ಅ,yes
ಇವು,TODO,noun,ಉ,yes
ಹುಲಿಗಿಯ,TODO,noun,ಅ,yes
ಲಕ್ಷ್ಮಿ,TODO,noun,ಇ,yes
ಮಾದರಿಯು,TODO,noun,ಉ,yes
ದೇವತೆಯೂ,TODO,noun,ಊ,yes
ಸಮೀಪವೆ,TODO,noun,ಎ,yes
ಜಾತಿಪದ್ಧತಿಯ,TODO,noun,ಅ,yes
ಚರ್ಚುಗಳು,TODO,noun,ಉ,yes
ಕಿರುಕುಳ,TODO,noun,ಅ,yes
ಪ್ರಖ್ಯಾತಿಯನ್ನೂ,TODO,noun,ಊ,yes
ಮಸೂರು,TODO,noun,ಉ,yes
ಸಾಮರ್ಥ್ಯದ,TODO,noun,ಅ,yes
ಒದಗಿಸುವ,TODO,noun,ಅ,yes
ಕಲ್ಲಿಗೆ,TODO,noun,ಎ,yes
ಸ್ಥಳಗಳು,TODO,noun,ಉ,yes
ಕಾವ್ಯವನ್ನು,TODO,noun,ಉ,yes
ಮಾಡಿಕೊಂಡು,TODO,noun,ಉ,yes
ಅವುಗಳೇ,TODO,noun,ಏ,yes
ಸಾಸಿವೆಕಾಳು,TODO,noun,ಉ,yes
ಕಂಟಕರಾಗಿದ್ದ,TODO,noun,ಅ,yes
ಮಾಡುವಲ್ಲಿ,TODO,noun,ಇ,yes
ನಿಲ್ದಾಣವನ್ನು,TODO,noun,ಉ,yes
ರಾಕೇಟ್ಗಳ,TODO,noun,ಅ,yes
ಜೀವನದಲ್ಲಿ,TODO,noun,ಇ,yes
ಸಾಸಿವೆ,TODO,noun,ಎ,yes
ನೀಡಬಹುದು,TODO,noun,ಉ,yes
ಕರ್ನಾಟಕವು,TODO,noun,ಉ,yes
ತೊಣಚಿಕೊಪ್ಪಲು,TODO,noun,ಉ,yes
ಅರಮನೆಗಳ,TODO,noun,ಅ,yes
ಕೆತ್ತಲಾಗಿದ್ದು,TODO,noun,ಉ,yes
ಕುಟುಂಬದಿಂದ,TODO,noun,ಅ,yes
ಹೇಮಾವತಿ,TODO,noun,ಇ,yes
ಮಹಿಷೂರು,TODO,noun,ಉ,yes
ಹೇಳಬಹುದು,TODO,noun,ಉ,yes
ಲೇಖಕ,TODO,noun,ಅ,yes
ಗೌರವ,TODO,noun,ಅ,yes
ಸಂಗಮರು,TODO,noun,ಉ,yes
ಬಡಾವಣೆ,TODO,noun,ಎ,yes
ಅಕಾಡೆಮಿ,TODO,noun,ಇ,yes
ಅಭಿವೃದ್ಧಿ,TODO,noun,ಇ,yes
ಸಾಮ್ರಾಜ್ಯಶಾಹಿಯನ್ನು,TODO,noun,ಉ,yes
ಭಾಷೆಗಳನ್ನು,TODO,noun,ಉ,yes
ಸಂಗಮದ,TODO,noun,ಅ,yes
ಹಿಂದಿ,TODO,noun,ಇ,yes
ಪ್ರತೀತಿ,TODO,noun,ಇ,yes
ರೋಮಾಂಚನಗೊಳಿಸಿ,TODO,noun,ಇ,yes
ಪದಬಂಧ,TODO,noun,ಅ,yes
೧೩೩೬,TODO,noun,ಅ,yes
ಚಾಮುಂಡೇಶ್ವರಿಯಿಂದ,TODO,noun,ಅ,yes
ಆಧರಿಸಿದ್ದು,TODO,noun,ಉ,yes
ಸಚ್ಚಿದಾನಂದನ್,TODO,noun,ನ,yes
ಹಂಪಿಯ,TODO,noun,ಅ,yes
ಅಂಗಳದಲ್ಲಿ,TODO,noun,ಇ,yes
ನಗರದಿಂದ,TODO,noun,ಅ,yes
ಮಾನಸ,TODO,noun,ಅ,yes
ಆತ್ಮಜ್ಞಾನ,TODO,noun,ಅ,yes
ಅಂಬಾವಿಲಾಸ,TODO,noun,ಅ,yes
ಸರ್ಕಾರವು,TODO,noun,ಉ,yes
ಜಿ,TODO,noun,ಇ,yes
ಸ್ಥಾಪನೆ,TODO,noun,ಎ,yes
ಈಶ್ವರನಿಗೆ,TODO,noun,ಎ,yes
ಗುರುದ್ವಾರ,TODO,noun,ಅ,yes
ದೇಗುಲಗಳನ್ನು,TODO,noun,ಉ,yes
ಹುರಿದುಂಬಿಸುತ್ತಾ,TODO,noun,ಆ,yes
ಮಾತು,TODO,noun,ಉ,yes
ಶೈಲಿಗೆ,TODO,noun,ಎ,yes
ಒಡೆಯನಾದ,TODO,noun,ಅ,yes
ಸಾಮಗ್ರಿಗಳನ್ನು,TODO,noun,ಉ,yes
ಕೆಂಕೆರೆ,TODO,noun,ಎ,yes
ಚಿತ್ರಿಸಲು,TODO,noun,ಉ,yes
ವಿವಿಧ,TODO,noun,ಅ,yes
ವಾಸ್ತುಶಿಲ್ಪಗಾರರು,TODO,noun,ಉ,yes
ಉಚ್ಚ,TODO,noun,ಅ,yes
ಬಡವಲಿಂಗವನ್ನು,TODO,noun,ಉ,yes
ಇಲ್ಲಿ,TODO,noun,ಇ,yes
ಅಭಾವವನ್ನು,TODO,noun,ಉ,yes
ಶಿವನ,TODO,noun,ಅ,yes
ತೀರ್ಥಹಳ್ಳಿ,TODO,noun,ಇ,yes
ರೂಪಾಂತರಗೊಂಡಿದೆ,TODO,noun,ಎ,yes
ಪ್ರಕಾರಕ್ಕೂ,TODO,noun,ಊ,yes
ದಿನಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಹುಟ್ಟು,TODO,noun,ಉ,yes
ಪಂಪಾಳಿಗೆ,TODO,noun,ಎ,yes
ಹಳೇ,TODO,noun,ಏ,yes
ಅಂತ,TODO,noun,ಅ,yes
ಸ್ಥಾಪಿಸಲಾಯಿತು,TODO,noun,ಉ,yes
ಪ್ರಬಲವಾದ,TODO,noun,ಅ,yes
ವಿಭಿನ್ನವಾಗಿ,TODO,noun,ಇ,yes
ಮಾರ್ಗಗಳು,TODO,noun,ಉ,yes
ಗಣಪತಿ,TODO,noun,ಇ,yes
ಸಂಗ್ರಹಾಲಯವು,TODO,noun,ಉ,yes
ಕಾವ್ಯವೇ,TODO,noun,ಏ,yes
ಇದ್ದವು,TODO,noun,ಉ,yes
ಸಲಕರಣೆಗಳು,TODO,noun,ಉ,yes
ಹೊಂದಿದೆ,TODO,noun,ಎ,yes
ತೊರೆ,TODO,noun,ಎ,yes
ಜತೆಗೆ,TODO,noun,ಎ,yes
ಹತ್ತಿರ,TODO,noun,ಅ,yes
ಕಂಬದ,TODO,noun,ಅ,yes
ಭಗವಂತ,TODO,noun,ಅ,yes
ತಿಳಿಸುತ್ತದೆ,TODO,noun,ಎ,yes
ಹೊಂದಿದ್ದು,TODO,noun,ಉ,yes
ಲಕ್ಷ್ಮಿಕಾಂತಾನಗರ,TODO,noun,ಅ,yes
ಸುಮ್ಮನೆ,TODO,noun,ಎ,yes
ದಲಿತ,TODO,noun,ಅ,yes
ತಾವು,TODO,noun,ಉ,yes
ಮುರಿದ,TODO,noun,ಅ,yes
ಜಿಲ್ಲೆಯ,TODO,noun,ಅ,yes
ದೀಪಸ್ಥಂಬಗಳು,TODO,noun,ಉ,yes
ನಲಿದಾಗ,TODO,noun,ಅ,yes
ಭಿಮಕ್ಕನ,TODO,noun,ಅ,yes
ಮನ್ನಣೆಯನ್ನು,TODO,noun,ಉ,yes
ಸಾಮಗ್ರಿಗಳಿಂದ,TODO,noun,ಅ,yes
ದಿನಕಳೆಯುವ,TODO,noun,ಅ,yes
ಕಪ್ಪು,TODO,noun,ಉ,yes
ನಿಶ್ಚಯಿಸಿದ್ದಾರೆ,TODO,noun,ಎ,yes
೨೦೧೫ರ,TODO,noun,ಅ,yes
ಪ್ರಕಾರಗಳಲ್ಲಿಯೂ,TODO,noun,ಊ,yes
ಶೇಕಡ,TODO,noun,ಅ,yes
ಜನಿಸಿದರು,TODO,noun,ಉ,yes
ಪಿರಿಯಾಪಟ್ಟಣದಲ್ಲಿ,TODO,noun,ಇ,yes
ಮುಂತಾದ,TODO,noun,ಅ,yes
ದಶಕಗಳಿಂದ,TODO,noun,ಅ,yes
ಸಂಗ್ರಹಾಲಯ,TODO,noun,ಅ,yes
ಆರಂಭಿಸಲ್ಪಟ್ಟಿರುವ,TODO,noun,ಅ,yes
ಆದೇಶ,TODO,noun,ಅ,yes
ಚಾಮುಂಡಿ,TODO,noun,ಇ,yes
ಕುಣಿಯುವುದು,TODO,noun,ಉ,yes
ಶಕ್ತಿಗೆ,TODO,noun,ಎ,yes
ಕಾಣಸಿಗುತ್ತದೆ,TODO,noun,ಎ,yes
ಮಾಹಿತಿಯ,TODO,noun,ಅ,yes
ದಿಬ್ಬ,TODO,noun,ಅ,yes
ಹೋರಾಟದಲ್ಲಿ,TODO,noun,ಇ,yes
ತಾರಕಮಂತ್ರವಾಗಿ,TODO,noun,ಇ,yes
ಮೂರನೇ,TODO,noun,ಏ,yes
ಸಂಹರಿಸಿ,TODO,noun,ಇ,yes
ಸುತ್ತಿಕೊಂಡನೆಂಬುದು,TODO,noun,ಉ,yes
ದೇವಾಲಯವು,TODO,noun,ಉ,yes
ಇಸ್ಲಾಮಿಕ್,TODO,noun,ಕ,yes
ಉಪಕುಲಪತಿಗಳಾದರು,TODO,noun,ಉ,yes
ಸಾಮಾನ್ಯವಾಗಿ,TODO,noun,ಇ,yes
ನೈಸರ್ಗಿಕ,TODO,noun,ಅ,yes
ಕುವೆಂಪು,TODO,noun,ಉ,yes
ಎದುರಿಗೆ,TODO,noun,ಎ,yes
ಯುನೆಸ್ಕೋ,TODO,noun,ಓ,yes
ಎಲೆ,TODO,noun,ಎ,yes
ಪಶ್ಚಿಮಕ್ಕೆ,TODO,noun,ಎ,yes
ಜೀವನೋದ್ದೇಶಕ್ಕೆ,TODO,noun,ಎ,yes
ಗೌ,TODO,noun,ಔ,yes
ಮೈಸೂರಿನ,TODO,noun,ಅ,yes
ಕುಕ್ಕೆ,TODO,noun,ಎ,yes
ಪ್ರಗತಿಯ,TODO,noun,ಅ,yes
ಪುಟ್ಟಪ್ಪನವರ,TODO,noun,ಅ,yes
ಚೌಡೇಶ್ವರಿ,TODO,noun,ಇ,yes
ವೈಭವವು,TODO,noun,ಉ,yes
ಅವರೊಬ್ಬ,TODO,noun,ಅ,yes
ಬಂದ,TODO,noun,ಅ,yes
ಬರೆಯುವಲ್ಲಿ,TODO,noun,ಇ,yes
ವಿದ್ಯಾಭ್ಯಾಸ,TODO,noun,ಅ,yes
ಸ್ಮರಣೀಯವಾದುದು,TODO,noun,ಉ,yes
ತಾಳಿದ್ದು,TODO,noun,ಉ,yes
ಸ್ಥಳವೆಂದು,TODO,noun,ಉ,yes
ಮಂಗಗಳ,TODO,noun,ಅ,yes
ಆಕ್ರಮಣವನ್ನು,TODO,noun,ಉ,yes
ಅವೆಂದರೆ,TODO,noun,ಎ,yes
ನೋಡಿದರೂ,TODO,noun,ಊ,yes
ಅತಿ,TODO,noun,ಇ,yes
ಅವಳ,TODO,noun,ಅ,yes
ಎಂಜಿನ್,TODO,noun,ನ,yes
ಕಾವ್ಯಮೀಮಾಂಸೆ,TODO,noun,ಎ,yes
ಮಹಾದೇವಿ,TODO,noun,ಇ,yes
ಕಾವ್ಯ,TODO,noun,ಅ,yes
ಚೆನ್ನಬಸಪ್ಪ,TODO,noun,ಅ,yes
ಗೋಚರಿಸುತ್ತವೆ,TODO,noun,ಎ,yes
೧೩,TODO,noun,ಅ,yes
ದೇಗುಲದಲ್ಲಿ,TODO,noun,ಇ,yes
ಮತಿತ್ವದ,TODO,noun,ಅ,yes
ಕೃತಿ,TODO,noun,ಇ,yes
ದಟ್ಟಗಳ್ಳಿ,TODO,noun,ಇ,yes
ಹೆಸರಿಗೆ,TODO,noun,ಎ,yes
ಹೋಗುತ್ತಿರಾದರೆ,TODO,noun,ಎ,yes
ಕ್ವೀನ್ಸ,TODO,noun,ಅ,yes
ವಾರ್ಡನ್,TODO,noun,ನ,yes
ಜನಪ್ರಿಯ,TODO,noun,ಅ,yes
ಎರಡೂ,TODO,noun,ಊ,yes
ಹೇಳಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ನೋಡಬಹುದು,TODO,noun,ಉ,yes
ಬಳ್ಳಾರಿಯಿಂದ,TODO,noun,ಅ,yes
ಮಣ್ಣನ್ನು,TODO,noun,ಉ,yes
ನೋಡಲು,TODO,noun,ಉ,yes
ಮೊದಲು,TODO,noun,ಉ,yes
ಉಡುಗೊರೆ,TODO,noun,ಎ,yes
ಸೂರ್ಯನ,TODO,noun,ಅ,yes
ಹಿಂದೂ,TODO,noun,ಊ,yes
ಐದು,TODO,noun,ಉ,yes
ಪೂರ್ವಾಕ್ಕೆ,TODO,noun,ಎ,yes
ವಸ್ತುಗಳನ್ನು,TODO,noun,ಉ,yes
ಕಲೆಯ,TODO,noun,ಅ,yes
ಭಾಷೆಗಳು,TODO,noun,ಉ,yes
ಕುದುರೆಮುಖ,TODO,noun,ಅ,yes
೪೬,TODO,noun,ಅ,yes
ಜಲಾಶಯ,TODO,noun,ಅ,yes
ಜಗತ್ತಿನ,TODO,noun,ಅ,yes
ಕಂದಾಚಾರದ,TODO,noun,ಅ,yes
ಬೀಳುತ್ತದೆ,TODO,noun,ಎ,yes
ವಿಶಾಲ,TODO,noun,ಅ,yes
ಇಲ್ಲ,TODO,noun,ಅ,yes
ಮುಚ್ಚಿರುತ್ತದೆ,TODO,noun,ಎ,yes
ತರುತ್ತಾಳೆ,TODO,noun,ಎ,yes
ಸತ್ಯವನೆಂತೊ,TODO,noun,ಒ,yes
ಅಂಗೀಕರಿಸಿದೆ,TODO,noun,ಎ,yes
ಹೆಸರು,TODO,noun,ಉ,yes
ಹೌದು,TODO,noun,ಉ,yes
ಬೆಟ್ಟವನ್ನೇರಲು,TODO,noun,ಉ,yes
ದೇವಾಲಯಗಳು,TODO,noun,ಉ,yes
ಇಟಗಿಯ,TODO,noun,ಅ,yes
ಚನ್ನ,TODO,noun,ಅ,yes
ಸೇರಿಕೊಂಡು,TODO,noun,ಉ,yes
ಕಲಿತವರ,TODO,noun,ಅ,yes
ಎಣ್ಣೆ,TODO,noun,ಎ,yes
ಮೀರಿ,TODO,noun,ಇ,yes
ಕಟ್ಟಿ,TODO,noun,ಇ,yes
ಬಗೆಯಾದ,TODO,noun,ಅ,yes
ವಿಗ್ರಹವನ್ನು,TODO,noun,ಉ,yes
ಶಿವರುದ್ರಪ್ಪ,TODO,noun,ಅ,yes
ಹೆಡೆಯ,TODO,noun,ಅ,yes
ಬದಲಾಯಿಸಲು,TODO,noun,ಉ,yes
ಮೊದಲಾದ,TODO,noun,ಅ,yes
ಕೆರಳಿಸುತ್ತಾ,TODO,noun,ಆ,yes
ರೀತಿಯ,TODO,noun,ಅ,yes
ಮಾರಲ್ಪಡುತ್ತಿದ್ದರಂತೆ,TODO,noun,ಎ,yes
ಮುರುಡೇಶ್ವರ,TODO,noun,ಅ,yes
ಸಾರವಿದೆ,TODO,noun,ಎ,yes
ವಿಚಾರಕ್ಕೆ,TODO,noun,ಎ,yes
ಅವಲಂಬಿಸುತ್ತದೆ,TODO,noun,ಎ,yes
ಬಂದಿದೆ,TODO,noun,ಎ,yes
ಗಣೇಶನೆಂಬ,TODO,noun,ಅ,yes
ಚೈತ್ರ,TODO,noun,ಅ,yes
ಭಾಷೆಗಳೆ೦ದರೆ,TODO,noun,ಎ,yes
ಆದಿ,TODO,noun,ಇ,yes
ನಂಬಿಕೆ,TODO,noun,ಎ,yes
ಸಮಯ,TODO,noun,ಅ,yes
ಭಾಷೆಯ,TODO,noun,ಅ,yes
ನೀರು,TODO,noun,ಉ,yes
ಭಾಷಾಪ್ರಯೋಗದ,TODO,noun,ಅ,yes
ಕಿಮೀ,TODO,noun,ಈ,yes
ನಿಂತಂತೆ,TODO,noun,ಎ,yes
೧೫೬೫ರಲ್ಲಿ,TODO,noun,ಇ,yes
ಗಾಜಿನ,TODO,noun,ಅ,yes
ಕನಸು,TODO,noun,ಉ,yes
ನಿಂದ,TODO,noun,ಅ,yes
ರಾಷ್ಟ್ರೀಯ,TODO,noun,ಅ,yes
ಇತಿಹಾಸದಲ್ಲಿ,TODO,noun,ಇ,yes
ಕೆಲವೆ,TODO,noun,ಎ,yes
ಸಮುದ್ರ,TODO,noun,ಅ,yes
ಶಿವಲಿಂಗವನ್ನು,TODO,noun,ಉ,yes
ವಿವರವಾಗಿ,TODO,noun,ಇ,yes
ಸೂಕ್ಶ್ಮವಾದ,TODO,noun,ಅ,yes
ಹೆಮ್ಮೆಯ,TODO,noun,ಅ,yes
ಅಣೆಕಟ್ಟೆಯಿಂದ,TODO,noun,ಅ,yes
ದಖನ್,TODO,noun,ನ,yes
೧೧೦೧,TODO,noun,ಅ,yes
ಮೈಸೂರಿನಲ್ಲಿ,TODO,noun,ಇ,yes
ಮಹಾನ್,TODO,noun,ನ,yes
ಕಟ್ಟಡಕ್ಕೆ,TODO,noun,ಎ,yes
ಕರೆಯುತ್ತಾರೆ,TODO,noun,ಎ,yes
ಪುನ್ನಾಟ,TODO,noun,ಅ,yes
ನಡೆದುಕೊಂಡು,TODO,noun,ಉ,yes
ದೇಶದ,TODO,noun,ಅ,yes
ಸಂರಕ್ಷಣಾ,TODO,noun,ಆ,yes
ಮತ್ತೊಂದು,TODO,noun,ಉ,yes
ಕ್ರಾಸ್,TODO,noun,ಸ,yes
ನರಸಿಂಹ೧೧೧,TODO,noun,ಅ,yes
ಒಬ್ಬ,TODO,noun,ಅ,yes
ವಿದೇಶದಲ್ಲಿ,TODO,noun,ಇ,yes
ಭಾಗಗಳಾಗಿ,TODO,noun,ಇ,yes
ಅನಿವಾರ್ಯತೆಯನ್ನು,TODO,noun,ಉ,yes
ಶಕ್ತಿದೇವತೆ,TODO,noun,ಎ,yes
ಬೃಹನ್ಮೂರ್ತಿ,TODO,noun,ಇ,yes
